Customer_ID,Customer_Name,Customer_Segment,Customer_First_Order_Date,Postal_Code
CUST-001391,Manon Henry,Returning,2024-08-31,29103
CUST-001392,Pierre D. Mercier,Returning,2024-08-16,51791
CUST-001393,Antoine M. Garnier,New,2025-09-15,33371
CUST-001394,Lucie Durand,New,2025-07-07,75009
CUST-001395,Adrien Legrand,New,2025-10-04,13002
CUST-001396,Baptiste A. Blanc,Returning,2024-11-16,51394
CUST-001397,Sandrine Perrin,Returning,2024-12-16,54650
CUST-001398,Baptiste Lambert,New,2025-10-23,14940
CUST-001399,Nicolas M. Mathieu,Returning,2024-11-02,33906
CUST-001400,Lucas Robin,Returning,2023-12-18,34841
CUST-001401,Lucas Rousseau,Returning,2024-04-13,84373
CUST-001402,Sophie I. Gautier,Loyal,2021-07-31,51650
CUST-001403,Manon Francois,Loyal,2024-01-20,29736
CUST-001404,Carlos Muñoz,Returning,2023-12-27,08234
CUST-001405,Sandrine Duval,Returning,2024-05-25,21065
CUST-001406,Pablo Marín Rodríguez,New,2025-08-10,07646
CUST-001407,Juliette C. Vincent,Returning,2024-02-18,38073
CUST-001408,Céline Chevalier,New,2025-07-12,33574
CUST-001409,Isabel Jiménez,Returning,2024-07-04,03602
CUST-001410,Sandrine I. Petit,New,2025-10-01,54217
CUST-001411,Alexandre A. Denis,New,2025-10-22,13007
CUST-001412,Lucía Pérez,New,2025-09-19,33448
CUST-001413,Adrien Gauthier,New,2025-07-15,14897
CUST-001414,Javier Sánchez,Returning,2024-07-18,48346
CUST-001415,Pablo Serrano Sanz,Returning,2024-02-23,28899
CUST-001416,Juliette J. Denis,Returning,2024-11-20,31549
CUST-001417,María Gil,New,2024-10-18,07135
CUST-001418,Nathalie S. Petit,New,2025-11-17,14897
CUST-001419,Baptiste Mathieu,Returning,2024-08-28,13010
CUST-001420,Elena Martínez,New,2025-01-29,36893
CUST-001421,Nathalie Girard,New,2024-12-07,59591
CUST-001422,Thomas Faure,New,2025-01-08,37081
CUST-001423,Claire M. Petit,Returning,2024-03-28,76464
CUST-001424,Nicolas M. Martin,Returning,2024-12-03,37552
CUST-001425,Thomas L. Martin,Returning,2024-02-18,51692
CUST-001426,Carlos Moreira,New,2025-04-24,2968-459
CUST-001427,Amélie É. Morin,Returning,2024-10-21,63238
CUST-001428,David Romero,Returning,2024-02-03,30319
CUST-001429,François Gautier,New,2025-05-30,33906
CUST-001430,Isabel Ruiz,New,2025-04-03,14285
CUST-001431,Mario Martínez,New,2025-12-01,28060
CUST-001432,Julie Henry,New,2025-12-15,67721
CUST-001433,Carmen Gómez Molina,New,2024-12-10,33448
CUST-001434,Laura Ruiz Serrano,Returning,2024-03-26,28899
CUST-001435,Camille Blanc,New,2025-09-02,31658
CUST-001436,Lucie L. Faure,New,2025-11-04,31214
CUST-001437,Teresa Pereira Alves,Loyal,2024-03-29,3523-285
CUST-001438,Gonçalo Ferreira,New,2025-03-28,1086-669
CUST-001439,Raquel Iglesias,Returning,2024-03-18,15724
CUST-001440,quentin vincent,New,2025-05-25,38073
CUST-001441,Julie M. Vincent,Returning,2024-06-30,21323
CUST-001442,Léa Duval,New,2025-05-17,14388
CUST-001443,Quentin Boyer,Returning,2024-01-10,54565
CUST-001444,Nuria Fernández,New,2025-11-24,30562
CUST-001445,Beatriz Pinto,New,2025-12-02,2968-459
CUST-001446,Carmen Sanz,New,2025-09-21,07987
CUST-001447,Sophie Guerin,Returning,2023-09-08,42671
CUST-001448,Guillaume Leroy,Loyal,2021-02-26,21382
CUST-001449,Amélie Gautier,New,2025-04-19,57322
CUST-001450,Adrián Ruiz,Loyal,2021-04-17,47225
CUST-001451,Juliette André,New,2025-10-21,74934
CUST-001452,António Rodrigues,Returning,2024-08-29,3013-254
CUST-001453,Guillaume M. Lefèvre,Loyal,2022-06-09,06099
CUST-001454,Lucas R. Roussel,Loyal,2023-12-22,37598
CUST-001455,Miguel Ortega,New,2025-09-03,46253
CUST-001456,Alba Iglesias,New,2025-07-13,48706
CUST-001457,Diego Martín,Returning,2024-07-12,28899
CUST-001458,Isabelle J. Clement,New,2025-01-04,69002
CUST-001459,Beatriz Reis,Returning,2024-08-11,3854-713
CUST-001460,Eduardo Lopes,Returning,2024-03-19,8049-271
CUST-001461,Lucie Mathieu,New,2025-10-27,37598
CUST-001462,Marie L. Mercier,Returning,2024-07-05,44786
CUST-001463,Lucas L. Martin,Returning,2024-12-28,33344
CUST-001464,Mathieu Perrin,New,2025-12-20,69007
CUST-001465,Hugo Gautier,Returning,2024-10-13,84738
CUST-001466,Léa Leroy,Loyal,2023-03-31,74616
CUST-001467,Adrien A. Petit,Returning,2024-05-13,29736
CUST-001468,Inès I. Guerin,New,2025-05-18,59665
CUST-001469,Luis Delgado Álvarez,New,2025-04-23,29131
CUST-001470,Léa T. Denis,New,2025-07-07,44025
CUST-001471,Lucas A. Bernard,New,2025-06-27,51826
CUST-001472,Marta Fonseca,Loyal,2024-02-29,4707-412
CUST-001473,Isabelle Martin,New,2025-05-11,35663
CUST-001474,Eduardo Coelho,New,2024-11-08,7019-194
CUST-001475,Julien Faure,Returning,2024-04-13,21445
CUST-001476,Raúl López,New,2025-10-29,18235
CUST-001477,Miguel Antunes Vieira,Loyal,2021-05-19,7019-194
CUST-001478,Nicolas J. Chevalier,Returning,2024-08-18,29580
CUST-001479,David C. Chevalier,Returning,2024-01-17,67959
CUST-001480,Raquel Fernández Domínguez,New,2025-07-25,18169
CUST-001481,Rui Rodrigues,New,2024-12-06,3058-292
CUST-001482,Pablo Gómez,New,2025-09-12,46826
CUST-001483,Louis N. Denis,Returning,2024-01-17,45735
CUST-001484,Manon Leroy,Returning,2024-09-14,45995
CUST-001485,Alexandre C. Robin,Loyal,2023-05-20,35203
CUST-001486,Antoine Blanc,New,2025-04-03,54284
CUST-001487,Ricardo Alves,Loyal,2021-05-24,3013-254
CUST-001488,Camille Lefèvre,New,2025-06-19,31104
CUST-001489,Quentin M. Legrand,New,2024-10-15,13009
CUST-001490,Antoine M. Blanc,Returning,2024-10-08,13127
CUST-001491,Mario Jiménez,New,2024-12-15,30580
CUST-001492,Manon Q. Morin,New,2025-10-01,31104
CUST-001493,Nicolas J. Bonnet,New,2025-12-11,38156
CUST-001494,David Francois,Returning,2024-09-28,31203
CUST-001495,María Vázquez,Returning,2024-10-13,48706
CUST-001496,Nicolas A. Fontaine,Returning,2024-02-01,31658
CUST-001497,Sara Morales,Returning,2024-04-14,41773
CUST-001498,Rubén Torres Ramos,Returning,2024-09-09,07070
CUST-001499,Guillaume Roux,New,2025-11-15,38754
CUST-001500,Juliette Gautier,New,2025-02-18,29473
CUST-001501,Tiago Silva,Returning,2024-05-19,2417-432
CUST-001502,Diego Ramos Serrano,Loyal,2022-05-04,29245
CUST-001503,Julie S. Gauthier,New,2024-10-06,59389
CUST-001504,Laurent Morin,New,2025-07-30,44768
CUST-001505,Manon Lambert,Returning,2024-09-14,14940
CUST-001506,Tiago Sousa,New,2025-04-16,4070-100
CUST-001507,Diana Matos,Returning,2024-10-21,2417-432
CUST-001508,Nicolas L. Roux,Returning,2024-04-09,14944
CUST-001509,Ricardo Teixeira,New,2024-11-27,2996-869
CUST-001510,Romain Robin,Returning,2024-12-25,14370
CUST-001511,Mathieu J. Petit,Returning,2024-06-14,51650
CUST-001512,Olivier Girard,Returning,2024-12-31,21233
CUST-001513,Marta Blanco,New,2025-09-11,47685
CUST-001514,Amélie P. Gautier,Returning,2024-07-24,76464
CUST-001515,María Suárez,Returning,2024-04-24,28899
CUST-001516,Juliette Moreau,New,2024-10-21,35142
CUST-001517,Francisco Pereira,New,2025-03-03,4706-667
CUST-001518,Céline Legrand,New,2025-09-11,13887
CUST-001519,Thomas M. Girard,Returning,2024-01-01,63739
CUST-001520,Laura Jiménez,New,2024-12-13,30567
CUST-001521,Céline Perrin,New,2025-06-16,13896
CUST-001522,Hugo L. André,New,2024-11-28,31114
CUST-001523,François Duval,New,2024-12-28,42300
CUST-001524,Léa Q. Henry,New,2025-09-07,38824
CUST-001525,Alexandre L. Francois,New,2024-10-22,51394
CUST-001526,Camille T. Girard,New,2025-02-06,69009
CUST-001527,Anaïs Masson,New,2025-09-19,06163
CUST-001528,Ricardo Ribeiro,Loyal,2024-01-17,7059-255
CUST-001529,Hugo  Moreau,New,2024-11-19,31658
CUST-001530,Romain C. Bonnet,New,2025-08-12,13896
CUST-001531,Ana Ramírez,Returning,2024-02-25,07135
CUST-001532,David López Hernández,Loyal,2021-05-13,30319
CUST-001533,Juliette D. Martin,Loyal,2024-03-01,35663
CUST-001534,Élodie Fournier,New,2025-12-11,33363
CUST-001535,Álvaro Gil Molina,New,2025-06-15,03899
CUST-001536,Marie Blanc,New,2025-11-22,06057
CUST-001537,Alba Ruiz,Loyal,2021-08-22,50486
CUST-001538,Óscar Alonso,Returning,2024-04-24,29065
CUST-001539,Romain C. Gauthier,New,2025-12-07,69004
CUST-001540,Nicolas C. Gautier,New,2025-09-23,59759
CUST-001541,Julien Perrin,New,2025-03-01,49558
CUST-001542,Antoine Q. Perrin,New,2025-12-01,13005
CUST-001543,Antonio Gutiérrez,New,2025-07-10,03072
CUST-001544,Hugo Roux,New,2025-01-16,21270
CUST-001545,Marie Boyer,Returning,2024-09-11,13009
CUST-001546,Nicolas D. Bonnet,New,2024-10-05,31114
CUST-001547,Baptiste Morin,New,2024-11-04,34696
CUST-001548,Élodie E. Fournier,New,2025-12-11,34841
CUST-001549,Olivier L. Gauthier,New,2024-11-10,33371
CUST-001550,Laurent L. Girard,Returning,2024-08-08,67811
CUST-001551,Javier Gil,New,2025-06-21,41314
CUST-001552,Claire  Garnier,New,2025-10-28,35762
CUST-001553,Nicolas O. Petit,Returning,2024-09-23,06787
CUST-001554,Olivier L. Guerin,New,2025-03-30,63250
CUST-001555,Emma J. Faure,Loyal,2024-02-12,38300
CUST-001556,Sophie Petit,New,2025-09-10,54331
CUST-001557,Manon E. Roux ,New,2024-11-23,45881
CUST-001558,Manuel Alonso,New,2025-02-09,47087
CUST-001559,Chloé Gauthier,Returning,2024-05-07,42671
CUST-001560,Chloé Fournier,New,2024-11-03,45387
CUST-001561,Camille Henry,Returning,2024-01-02,34348
CUST-001562,Nathalie Roussel,Returning,2024-03-26,74980
CUST-001563,Claire Denis,New,2025-05-20,31549
CUST-001564,Quentin Duval,New,2024-12-24,57095
CUST-001565,Inès S. Perrin,New,2025-11-28,63250
CUST-001566,Lucie Francois,Loyal,2023-09-26,44094
CUST-001567,Marie A. Dupont,Returning,2024-06-14,49746
CUST-001568,Hugo Sanz,Returning,2024-01-07,08234
CUST-001569,Romain B. Bernard,New,2025-01-09,69007
CUST-001570,Léa S. André,New,2025-01-18,76296
CUST-001571,Laura Sánchez,New,2025-12-30,50338
CUST-001572,Julien L. Roussel,New,2025-10-30,69005
CUST-001573,Javier Hernández,Returning,2023-08-30,47685
CUST-001574,Céline H. Legrand,Returning,2024-08-02,06718
CUST-001575,Lucie M. Petit,New,2024-11-07,38754
CUST-001576,Maxime J. Gauthier,Returning,2024-02-28,84738
CUST-001577,Thomas A. Masson,New,2024-11-20,14944
CUST-001578,Marta Morales Alonso,Loyal,2022-06-24,29131
CUST-001579,Laurent Petit,New,2024-11-19,84511
CUST-001580,Olivier M. Girard,Returning,2024-02-10,13001
CUST-001581,Louis Garnier,Loyal,2022-12-26,45276
CUST-001582,Amélie Legrand,New,2025-09-09,31640
CUST-001583,Beatriz Lopes,New,2025-10-22,4748-002
CUST-001584,Rafael Pereira,New,2025-09-14,7019-194
CUST-001585,Isabelle Leroy,Returning,2024-06-29,06163
CUST-001586,Adrien C. Chevalier,Returning,2024-12-27,14032
CUST-001587,Daniel Díaz,Loyal,2021-09-24,30526
CUST-001588,Anaïs Martin,New,2025-03-17,34867
CUST-001589,Quentin A. Morin,New,2025-04-06,17701
CUST-001590,Céline Rousseau,Returning,2024-10-18,49479
CUST-001591,Nicolas Morin,Returning,2024-10-05,29408
CUST-001592,Amélie Henry,New,2025-12-19,67811
CUST-001593,Romain Fontaine,Returning,2024-06-08,74405
CUST-001594,Adrien Vincent,New,2025-11-21,13604
CUST-001595,Chloé R. Clement,Loyal,2023-11-11,33332
CUST-001596,Olivier M. Lambert,New,2025-07-16,06099
CUST-001597,Antoine Denis,Returning,2024-07-08,54521
CUST-001598,Jorge Jiménez,New,2024-11-25,36497
CUST-001599,Carolina Alves,New,2025-05-01,1086-669
CUST-001600,Laura J. Clement,Returning,2024-05-10,76828
CUST-001601,Baptiste Rousseau,Returning,2024-11-06,59389
CUST-001602,Miguel Suárez Rubio,New,2024-10-05,36382
CUST-001603,Carmen Delgado,Returning,2024-08-20,29131
CUST-001604,Sofía Fernández Serrano,New,2025-06-01,07646
CUST-001605,Ana Martín,Returning,2024-12-04,15921
CUST-001606,Nathalie A. Robin,Returning,2024-12-07,06057
CUST-001607,Nathalie I. Leroy,New,2025-11-15,84373
CUST-001608,Sophie L. Rousseau,Returning,2023-12-27,34429
CUST-001609,Adrien L. Gauthier,Returning,2023-11-24,06099
CUST-001610,José Monteiro,Returning,2024-05-11,8060-826
CUST-001611,Fernando Martín,Loyal,2021-07-19,36007
CUST-001612,Julie André,New,2025-04-28,21603
CUST-001613,Juliette Muller,New,2025-10-13,38156
CUST-001614,Lucas É. Martin,New,2025-08-17,31882
CUST-001615,Mathieu Denis,Returning,2024-11-25,29736
CUST-001616,Emma André,New,2025-06-16,69005
CUST-001617,Olivier D. Vincent,New,2025-05-16,42854
CUST-001618,Gonçalo Coelho,New,2025-04-03,3552-478
CUST-001619,Alexandre N. Lefèvre,Returning,2024-06-22,21445
CUST-001620,Manon A. Leroy,New,2025-06-26,42238
CUST-001621,Élodie Leroy,New,2024-11-06,38677
CUST-001622,Sandrine C. Gauthier,Returning,2024-07-12,45000
CUST-001623,Adrien O. Vincent,New,2024-12-31,51791
CUST-001624,Guillaume R. Mathieu,New,2024-10-23,84019
CUST-001625,Isabelle Robin,Loyal,2022-05-21,67250
CUST-001626,Romain Duval,New,2025-09-01,45224
CUST-001627,Antoine I. Masson,Returning,2024-03-31,75002
CUST-001628,Julien L. Muller,New,2025-01-28,45000
CUST-001629,Daniel Navarro,New,2025-08-03,41128
CUST-001630,Olivier H. André,New,2025-08-16,45995
CUST-001631,Adrien A. Petit,Returning,2023-11-23,35114
CUST-001632,Louis Rousseau,New,2025-02-10,37552
CUST-001633,Óscar Torres,New,2025-05-29,36893
CUST-001634,Olivier C. Fournier,Returning,2024-10-13,75007
CUST-001635,Maxime Lambert,New,2025-11-20,31658
CUST-001636,Julie Durand,New,2025-08-24,33936
CUST-001637,Guillaume F. Morin,New,2025-07-25,84373
CUST-001638,Iván Sanz,New,2025-06-30,18169
CUST-001639,António Barbosa,New,2024-12-26,3523-285
CUST-001640,François Durand,Loyal,2021-11-11,49976
CUST-001641,Ana López,Returning,2024-11-26,08545
CUST-001642,Sophie Martin,New,2025-05-11,06099
CUST-001643,Romain Legrand,New,2025-11-02,06196
CUST-001644,Lucas Lambert,New,2025-06-14,69002
CUST-001645,Pierre J. Marchand,Returning,2024-10-25,69010
CUST-001646,François M. Francois,New,2025-12-24,45030
CUST-001647,Romain Dupont,New,2025-05-16,06281
CUST-001648,Romain L. Clement,New,2025-12-04,51269
CUST-001649,Fernando Gutiérrez Sanz,Returning,2023-10-17,50486
CUST-001650,Lucie S. Denis,New,2025-04-12,38574
CUST-001651,Thomas A. Roux,New,2025-08-26,57095
CUST-001652,Julien Petit,New,2025-04-22,54565
CUST-001653,Sara Muñoz,New,2025-08-10,28216
CUST-001654,Sergio Molina,New,2025-09-12,47225
CUST-001655,Léa L. Lefèvre,New,2025-06-21,44768
CUST-001656,Mathieu Blanc,New,2025-12-07,42500
CUST-001657,Carlos Navarro,New,2025-10-30,30580
CUST-001658,Laurent J. Durand,New,2025-09-02,69009
CUST-001659,Laura Henry,Returning,2024-07-30,35225
CUST-001660,François C. Duval,New,2025-05-16,37890
CUST-001661,Lucas Legrand,Loyal,2023-10-16,59642
CUST-001662,Fernando Jiménez,New,2025-02-16,46552
CUST-001663,Amélie I. Bonnet,Loyal,2023-01-25,76464
CUST-001664,Álvaro Delgado,New,2025-05-06,08123
CUST-001665,Léa T. Girard,New,2025-07-18,84517
CUST-001666,Chloé Garnier,Loyal,2023-07-02,54521
CUST-001667,Guillaume Rousseau,New,2025-01-06,17048
CUST-001668,Quentin Durand,New,2025-12-05,45995
CUST-001669,Laura Roussel,New,2025-12-01,59861
CUST-001670,Alexandre Chevalier,Loyal,2023-05-01,51410
CUST-001671,Laura Chevalier,Returning,2024-11-08,67558
CUST-001672,Lucas Muller,Returning,2024-10-20,14389
CUST-001673,Laura J. Perrin,New,2025-06-02,06163
CUST-001674,Anaïs Marchand,Returning,2024-01-20,29473
CUST-001675,Diogo Santos Fonseca,New,2024-11-20,2471-677
CUST-001676,Sara Fernández,New,2025-07-21,41230
CUST-001677,Antoine A. Girard,New,2025-01-28,13887
CUST-001678,Lucía Gil,New,2025-08-17,33448
CUST-001679,Alexandre S. Moreau,New,2024-12-04,21382
CUST-001680,Sofía Moreno,New,2025-07-06,33497
CUST-001681,Fernando Muñoz,Loyal,2023-01-18,18169
CUST-001682,Mathieu Bonnet,New,2025-11-01,84849
CUST-001683,Víctor Ortiz,Loyal,2023-08-02,30319
CUST-001684,Julie N. Guerin,New,2025-10-31,29736
CUST-001685,Mathieu Durand,New,2024-12-28,13604
CUST-001686,Eduardo Nunes,New,2025-11-04,2471-677
CUST-001687,Pierre André,New,2025-04-04,45432
CUST-001688,João Pereira,New,2025-10-21,1051-924
CUST-001689,Léa L. Leroy,New,2024-11-20,37546
CUST-001690,François M. Fontaine,New,2025-08-04,38156
CUST-001691,Manon I. Petit,Loyal,2022-08-12,35142
CUST-001692,Gonçalo Coelho Neves,Returning,2024-03-10,3052-194
CUST-001693,Adrien Faure,Returning,2024-11-16,59665
CUST-001694,Claire T. Marchand,New,2025-02-13,42505
CUST-001695,Álvaro Ramos,New,2025-11-04,36007
CUST-001696,Chloé Vincent,Returning,2024-07-04,42300
CUST-001697,Baptiste Q. Blanc,New,2025-01-14,35352
CUST-001698,Emma C. Dupont,Returning,2024-10-07,75009
CUST-001699,Laurent I. Vincent,Loyal,2021-10-22,59591
CUST-001700,Luís Pires,Returning,2024-02-23,3058-292
CUST-001701,Francisca Correia,New,2025-11-03,8069-856
CUST-001702,Alejandro Ortega,New,2024-11-22,29065
CUST-001703,Sandrine N. Morin,New,2025-12-13,45000
CUST-001704,Diogo Ferreira,Returning,2024-03-18,8069-856
CUST-001705,Cristina Pérez,New,2025-03-04,46069
CUST-001706,Julie B. Roussel,New,2025-10-04,51269
CUST-001707,Pierre S. Francois,Returning,2024-06-28,42182
CUST-001708,Julien Mathieu,Returning,2024-01-07,51692
CUST-001709,Adrien C. Dupont,Returning,2024-11-24,42671
CUST-001710,Guillaume G. Duval,Returning,2024-05-13,14566
CUST-001711,Guillaume É. Gauthier,Loyal,2023-07-04,13167
CUST-001712,Quentin Gauthier,New,2025-07-16,42500
CUST-001713,Antoine I. Guerin,New,2024-10-30,21323
CUST-001714,Maxime N. Perrin,New,2025-07-29,76274
CUST-001715,Emma F. Clement,New,2024-10-19,44686
CUST-001716,Louis R. Bonnet,Returning,2024-02-08,54565
CUST-001717,Carlos Hernández,Loyal,2022-08-18,36382
CUST-001718,Quentin I. Morin,Returning,2024-06-09,45284
CUST-001719,Pierre Bonnet,Returning,2024-05-28,84517
CUST-001720,Daniel García Romero,New,2025-08-02,08851
CUST-001721,David F. Clement,Returning,2024-10-31,51692
CUST-001722,Nathalie Boyer,Loyal,2024-03-03,35225
CUST-001723,Inès A. Legrand,Loyal,2023-12-27,34348
CUST-001724,Olivier Roux,New,2025-02-17,54217
CUST-001725,Sandrine A. Morin,Returning,2024-07-05,69009
CUST-001726,Luis Molina,Returning,2024-09-26,14271
CUST-001727,Rubén Molina,New,2025-09-17,36382
CUST-001728,Nicolas A. Perrin,Returning,2024-11-19,35762
CUST-001729,Juliette Lefèvre,Returning,2024-11-03,74114
CUST-001730,Claire Gauthier,Loyal,2022-10-18,31112
CUST-001731,Julien Clement,Returning,2024-09-01,67721
CUST-001732,Nathalie M. Muller,Returning,2024-02-10,74934
CUST-001733,Anaïs N. Henry,Returning,2024-08-15,49470
CUST-001734,Francisco Santos,Returning,2024-11-13,8069-856
CUST-001735,Quentin A. Masson,New,2025-07-11,51284
CUST-001736,Rui Reis,Loyal,2024-01-29,4007-168
CUST-001737,Laura Duval,New,2025-01-15,67367
CUST-001738,Pierre M. Marchand,New,2025-06-29,13002
CUST-001739,Diego Álvarez,New,2025-10-09,15835
CUST-001740,Isabelle Bernard,Loyal,2021-05-18,29408
CUST-001741,Nathalie Mercier,Loyal,2024-02-07,13005
CUST-001742,Lucie Clement,New,2025-03-10,76390
CUST-001743,David I. Vincent,Returning,2023-07-15,21233
CUST-001744,Julien E. Muller,New,2025-04-10,51394
CUST-001745,David P. Clement,Returning,2023-11-27,45224
CUST-001746,Sophie Masson,Returning,2024-03-21,69011
CUST-001747,Laura L. Roux,Returning,2024-01-01,67519
CUST-001748,Guillaume Gautier,New,2025-11-19,14940
CUST-001749,Mathieu Henry,New,2025-10-10,17905
CUST-001750,Mathieu A. Fontaine,Loyal,2024-02-24,13127
CUST-001751,Marta Sanz,New,2024-11-28,07987
CUST-001752,Rui Cunha,New,2025-08-12,3013-254
CUST-001753,Hugo F. Martin,Loyal,2023-10-19,13008
CUST-001754,Pierre M. Guerin,New,2025-01-29,67519
CUST-001755,Nathalie Garnier,New,2025-08-16,35032
CUST-001756,Laurent Francois,New,2025-11-09,37747
CUST-001757,Inês Costa,Loyal,2024-03-19,4073-590
CUST-001758,Isabel Jiménez Ramírez,Returning,2024-08-17,33621
CUST-001759,Paula Vázquez,New,2025-05-02,46069
CUST-001760,Julien S. Denis,Loyal,2022-12-21,67250
CUST-001761,Guillaume C. Roux,New,2025-06-13,57965
CUST-001762,Olivier M. Gautier,New,2025-11-23,14389
CUST-001763,Manuel Oliveira,Returning,2024-10-29,1009-453
CUST-001764,Camille R. Henry,Returning,2024-09-10,76464
CUST-001765,Pierre Q. Fontaine,New,2025-07-06,69007
CUST-001766,Bruno Moreira,Returning,2024-09-01,4707-412
CUST-001767,Louis Roussel,New,2025-11-14,49470
CUST-001768,Camille Robin,Returning,2024-01-13,57141
CUST-001769,Inês Gomes,New,2024-11-22,4706-667
CUST-001770,Maxime C. Lambert,New,2025-10-01,63541
CUST-001771,Pierre Chevalier,New,2025-10-11,74980
CUST-001772,Sophie Lambert,New,2025-09-24,34348
CUST-001773,Anaïs F. Perrin,Returning,2024-10-12,33936
CUST-001774,Amélie F. André,New,2025-02-13,54565
CUST-001775,Fernando Pérez,Returning,2024-01-02,36893
CUST-001776,Emma C. Masson,New,2024-12-07,54011
CUST-001777,Rubén Moreno,New,2025-10-14,07529
CUST-001778,Romain L. Rousseau,Returning,2024-09-21,57947
CUST-001779,Louis M. Perrin,Returning,2024-07-21,06099
CUST-001780,Miguel Serrano López,New,2024-11-30,50021
CUST-001781,Nicolas Boyer,New,2025-08-18,84519
CUST-001782,Pierre C. André,Returning,2024-06-12,51650
CUST-001783,Mathieu Fournier,Loyal,2021-01-25,31549
CUST-001784,Camille J. Lambert,New,2025-09-30,38824
CUST-001785,Quentin Petit,New,2025-10-04,67519
CUST-001786,Pierre M. Roussel,New,2025-06-25,42671
CUST-001787,Romain André,Returning,2024-08-29,17108
CUST-001788,Camille S. Roussel,Loyal,2021-08-22,14944
CUST-001789,Isabelle Durand,Returning,2024-08-27,67250
CUST-001790,Olivier Muller,New,2025-07-14,49216
CUST-001791,Adrien L. Roux,New,2025-02-28,06281
CUST-001792,Julien A. Garnier,Loyal,2024-01-12,49006
CUST-001793,Pablo Fernández Alonso,Returning,2024-12-01,33621
CUST-001794,Camille Bernard,Returning,2024-06-08,37598
CUST-001795,Quentin C. Mercier,New,2024-12-10,31658
CUST-001796,Carolina Jesus,Returning,2024-01-12,2471-677
CUST-001797,François Denis,New,2025-11-30,21065
CUST-001798,Tiago Fonseca,Returning,2024-11-15,3001-992
CUST-001799,Julien Gauthier,New,2025-12-23,21623
CUST-001800,Camille L. Vincent,Loyal,2022-03-22,35203
CUST-001801,Pedro Coelho,New,2025-03-26,3811-948
CUST-001802,Nicolas Blanc,New,2025-02-19,49216
CUST-001803,Camille A. Roussel,New,2025-02-03,17108
CUST-001804,Laura Lefèvre,New,2025-11-22,21323
CUST-001805,Jorge Ramírez,Returning,2024-12-09,15552
CUST-001806,Camille J. Bernard,Returning,2024-10-29,13604
CUST-001807,Nathalie Gautier,New,2024-12-09,34228
CUST-001808,Guillaume P. Bonnet,Returning,2024-01-06,13257
CUST-001809,Amélie Perrin,New,2025-10-24,84093
CUST-001810,Maxime Rousseau,Loyal,2021-01-29,67519
CUST-001811,Iván Gómez,New,2024-11-22,47685
CUST-001812,Quentin Leroy,New,2025-01-10,84019
CUST-001813,Baptiste André,Returning,2024-02-25,44686
CUST-001814,Quentin N. Leroy,Returning,2024-07-14,67721
CUST-001815,Pierre Lefèvre,Returning,2024-07-16,13167
CUST-001816,Nicolas A. Perrin,New,2025-06-28,57080
CUST-001817,Hugo Leroy,Returning,2024-07-25,75005
CUST-001818,Maxime L. Francois,New,2025-03-24,06654
CUST-001819,Guillaume S. Marchand,New,2025-07-06,76764
CUST-001820,Mario Sánchez,New,2025-11-28,29245
CUST-001821,David A. Perrin,Returning,2024-04-28,34623
CUST-001822,Élodie Guerin,Returning,2024-02-18,75005
CUST-001823,Javier Alonso,Returning,2024-02-12,50021
CUST-001824,Juliette Perrin,New,2025-08-02,42704
CUST-001825,Javier Romero Romero,Returning,2024-07-08,14687
CUST-001826,Louis Lefèvre,Returning,2024-06-25,35046
CUST-001827,Chloé H. Duval,Loyal,2022-08-09,06654
CUST-001828,Juliette F. Durand,New,2025-02-28,45224
CUST-001829,Nuno Simões,New,2025-11-01,3013-254
CUST-001830,Guillaume L. Gauthier,Loyal,2022-01-23,35203
CUST-001831,Maxime Muller,New,2025-06-16,76296
CUST-001832,Alejandro Hernández,Loyal,2024-03-26,48675
CUST-001833,Marie I. Morin,Loyal,2021-09-05,13257
CUST-001834,José Almeida,New,2024-11-04,7059-255
CUST-001835,Paula Blanco,New,2025-04-08,28899
CUST-001836,Francisca Pinto,New,2025-06-30,4706-667
CUST-001837,Antoine Q. Durand ,New,2025-08-09,06271
CUST-001838,Élodie B. Rousseau,New,2025-03-04,57080
CUST-001839,David Martínez,Loyal,2024-03-14,15921
CUST-001840,Nathalie Fournier,Returning,2024-11-17,51269
CUST-001841,Chloé J. Clement,Loyal,2023-04-04,13597
CUST-001842,Romain R. Moreau,New,2024-12-22,69011
CUST-001843,Laura M. Dupont,Loyal,2021-05-28,45000
CUST-001844,Lucas L. Fontaine,Returning,2024-12-20,45387
CUST-001845,Luis Moreno,Returning,2024-02-23,03969
CUST-001846,Chloé M. Legrand,Returning,2024-05-06,49746
CUST-001847,Chloé L. Legrand,Returning,2024-08-07,51650
CUST-001848,Isabelle Gauthier,New,2024-11-12,69009
CUST-001849,Iván Gómez Sanz,New,2025-05-30,28060
CUST-001850,Baptiste Perrin,Returning,2024-08-22,13008
CUST-001851,Olivier F. Girard,New,2025-11-07,38824
CUST-001852,Claire H. Fontaine,Returning,2024-11-22,37081
CUST-001853,Manon H. Francois,New,2025-12-30,31640
CUST-001854,Carlos Domínguez,New,2025-11-29,33219
CUST-001855,Maxime Henry,New,2025-04-06,45881
CUST-001856,Emma L. Petit,Returning,2024-12-31,49558
CUST-001857,María Suárez Molina,Returning,2024-06-23,14271
CUST-001858,Alejandro López,Returning,2024-10-10,07987
